Week,Posts,PostsInWeek
2,  WhereIsRey  :+Star+Wars+The+Force+Awakens+toy+set+doesn't+bother+to+include+film's+protagonist http://www.digitalspy.com/movies/ StarWars /news/a773982/  WhereIsRey   StarWars theforceawakenstoysetdoesntbothertoincludefilmsprotagonist/ … via DigitalSpy  WhereIsRey  :+Star+Wars+The+Force+Awakens+toy+set+doesn't+bother+to+include+film's+protagonist http://www.digitalspy.com/movies/ StarWars /news/a773982/  WhereIsRey   StarWars theforceawakenstoysetdoesntbothertoincludefilmsprotagonist/ … via DigitalSpy,314
2,Are we really going to start   StarWars   this way?   WhereIsRey    Hasbro News Ask Target  http://bit.ly/1MHpWd6  via LegionofLeia,314
2,How many fucking times are we going to do this?   WhereIsRey  set isn't OK: http://nerdi.st/1WX23zn ,314
2,WheresLeia WheresPadme WheresAhsoka   WhereIsRey   WheresHera WheresSabineWheresLeia WheresPadme WheresAhsoka   WhereIsRey   WheresHera WheresSabine,314
2,  StarWars  The Force Awakens toy set doesn't bother to include film's protagonist   WhereIsRey   http://dspy.me/1Qmki2h ,314
2," Hasbro  really dude,   WhereIsRey  ...epic fail!",314
2,Worth repeating today.   WhereIsRey   WheresNatashaI just don't get it. How do you put out whole sets without key female characters?,314
2,A  Disney  não aprende mesmo né   WhereIsRey  A  Disney  não aprende mesmo né   WhereIsRey  ,314
2,I remember knowing that I couldn't play  StarWars  with friends unless I wanted to be a male character. Please don't do it again.   WhereIsRey  I remember knowing that I couldn't play  StarWars  with friends unless I wanted to be a male character. Please don't do it again.   WhereIsRey  ,314
2,WTH?   WhereIsRey   You know  girl  & boys want to play w/ full character set.Avengers set  no Black Widow Guardians set  no Gamora  StarWars   no Rey. She's THE MAIN CHARACTER.   WhereIsRey  ,314
2,  WhereIsRey    WhereIsRey  ,314
2,  WhereIsRey  Avengers set  no Black Widow Guardians set  no Gamora  StarWars   no Rey. She's THE MAIN CHARACTER.   WhereIsRey  ,314
2,"  WhereIsRey  . Seriously, you assholes. http://www.dailydot.com/geek/ StarWars forceawakenswheresreyactionfigureset/?fb=gk …  WhereIsRey  . Seriously, you assholes. http://www.dailydot.com/geek/ StarWars forceawakenswheresreyactionfigureset/?fb=gk … ",314
2,  WhereIsRey   DondeEstaRey   StarWars    StarWars  TheForceAwakens   StarWars  ElDespertarDeLaFuerza Rey  girl Likes  StarWars  Avengers set  no Black Widow Guardians set  no Gamora  StarWars   no Rey. She's THE MAIN CHARACTER.   WhereIsRey  ,314
2,"Why do I support   WhereIsRey  ? Because I have four daughters. They wanted a TARDIS, not a Barbie Dream House.Why do I support   WhereIsRey  ? Because I have four daughters. They wanted a TARDIS, not a Barbie Dream House.",314
2, Hasbro : focus groups LOVED this set. Did you include  girl  in your focus group?  Hasbro : Of course. They brought us coffee.   WhereIsRey   Hasbro : focus groups LOVED this set. Did you include  girl  in your focus group?  Hasbro : Of course. They brought us coffee.   WhereIsRey  ,314
2,"The opposite happens with boys in YA fiction. They see no market, so they don't bother...they don't bother, so there's no market.   WhereIsRey  The opposite happens with boys in YA fiction. They see no market, so they don't bother...they don't bother, so there's no market.   WhereIsRey  ",314
2,Related to   WhereIsRey    I passed these out on Halloween. The reaction from tween  girl  was: FINALLY SOMEONE GETS USRelated to   WhereIsRey    I passed these out on Halloween. The reaction from tween  girl  was: FINALLY SOMEONE GETS US,314
2,"Bloody hell,  Hasbro News! Even my new PM JustinTrudeau knows it's 2015! http://www.themarysue.com/ Hasbro wheresreyfigures/ … via TheMarySue   WhereIsRey  ",314
2,Exactly! They were doing so great with this until now.   WhereIsRey  set isn't OK: http://nerdi.st/1WX23zn ,314
2,"There's a lot of very cool Rey stuff out there, that's what makes the  Target  thing so frustrating.   WhereIsRey  ",314
2,"In fairness,  Disney 's been great with Rey   StarWars   stuff. But that's some BS right there,  Target .   WhereIsRey  ",314
2, Target   Hasbro  I would have LOVED playing with a Rey figure   WhereIsRey  ,314
2,So why is Rey not included in the action figures when she's the main character?   WhereIsRey  So why is Rey not included in the action figures when she's the main character?   WhereIsRey  ,314
2,History repeating itself with  Hasbro . Shameful & unacceptable!   WhereIsRey   WheresBlackWidow WheresWonderWoman,314
2,"gentryaustin  Hasbro  Let's hope. But even then, it's no excuse. Do it right, or not at all. IMHO.   WhereIsRey  View conversation ",314
2,. Disney  Why can't Rey & Phasma be alongside the rest of the heroes and villains?   WhereIsRey   WheresCaptainPhasma,314
2,I FIND THE LACK OF REY DISTURBING!   WhereIsRey  I FIND THE LACK OF REY DISTURBING!   WhereIsRey  ,314
2,I'm sick and tired of toy lines screwing up! This is unacceptable & shameful!   WhereIsRey   WomenMatterI'm sick and tired of toy lines screwing up! This is unacceptable & shameful!   WhereIsRey   WomenMatter,314
2,Why isn't Rey in  Target 's  StarWars  Force Awakens action figure set? She's a main character!   WhereIsRey  Why isn't Rey in  Target 's  StarWars  Force Awakens action figure set? She's a main character!   WhereIsRey  ,314
2,No Rey...shocking.   WhereIsRey  Avengers set  no Black Widow Guardians set  no Gamora  StarWars   no Rey. She's THE MAIN CHARACTER.   WhereIsRey  ,314
2,"So sick of this shit   WhereIsRey  Got this in my inbox, and oh my god. It's so true. You should be pissed too, $50 and doesn't have one of the mains?",314
2,"Hear you nothing that we say,  Disney  and  Hasbro ? Support you when you ignore female characters we will not!   WhereIsRey  Hear you nothing that we say,  Disney  and  Hasbro ? Support you when you ignore female characters we will not!   WhereIsRey  ",314
2,"However, Black Widow should have been bundled with the other Avengers, that was just wrong.   WhereIsRey   marketing  Hasbro   Disney However, Black Widow should have been bundled with the other Avengers, that was just wrong.   WhereIsRey   marketing  Hasbro   Disney ",314
2,"  WhereIsRey    I don't agree with it, but it's simple marketing. Lead characters are normally not bundled together with supporting characters  WhereIsRey    I don't agree with it, but it's simple marketing. Lead characters are normally not bundled together with supporting characters",314
2,Rey's front & center on The Force Awakens poster but hardly any toys of her? Time for the   WhereIsRey   tag? http://comicsalliance.com/ StarWars theforceawakenstoysforcefriday/?trackback=twitter_top …,314
2,Achei que a Rei era protagonista no   StarWars  TheForceAwakens Mas acho que estou enganada...   WhereIsRey   CadeReyAchei que a Rei era protagonista no   StarWars  TheForceAwakens Mas acho que estou enganada...   WhereIsRey   CadeRey,314
2,  WhereIsRey   !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  WhereIsRey   !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,314
2,I would purchase every single one of  Hasbro 's action figure sets if they would rereleased them with the lead female characters.   WhereIsRey  ,314
2,Avengers set  no Black Widow Guardians set  no Gamora  StarWars   no Rey. She's THE MAIN CHARACTER.   WhereIsRey  ,314
2,"Ok,  Target . No Gamora, Black Widow, and now  StarWars . You don't like  girl ? Then you don't get any more of this  girl ' money.   WhereIsRey  ",314
2,"Top story:   WhereIsRey   –  Hasbro ,  Target , Are We Really Going to Start  StarWars  … http://legionofleia.com/2015/11/  WhereIsRey   Hasbro  Target arewereallygoingtostart StarWars thisway/ …, see more http://tweetedtimes.com/v/330?s=tnp Top story:   WhereIsRey   –  Hasbro ,  Target , Are We Really Going to Start  StarWars  … http://legionofleia.com/2015/11/  WhereIsRey   Hasbro  Target arewereallygoingtostart StarWars thisway/ …, see more http://tweetedtimes.com/v/330?s=tnp ",314
2," Hasbro , my son is insulted you think he's too fragile to play with a toy with a  girl 's face on it.   WhereIsRey   Hasbro , my son is insulted you think he's too fragile to play with a toy with a  girl 's face on it.   WhereIsRey  ",314
2,  WhereIsRey    WhereIsRey  ,314
2,"TheMarySue  Hasbro   Hasbro News   WhereIsRey   Boycott Hasbro  THIS IS FN DISGUSTING! Hasbro : ""family game night (daughters not invited)""View conversation ",314
2,Fans wonder why 'Force Awakens' protagonist Rey is missing from toy shelves http://mashable.com/2015/11/13/  WhereIsRey  /otEjBb_8k05S … via mashable   WhereIsRey     StarWars   ,314
2,"yo tuve muchas figuras femeninas en G.I.Joe y tengo varias en   StarWars   antiguas, no se explica la exclusión actual  WhereIsRey    StarWars  yo tuve muchas figuras femeninas en G.I.Joe y tengo varias en   StarWars   antiguas, no se explica la exclusión actual  WhereIsRey    StarWars  ",314
2,LRT My Dad and I were just in  Target  and we had a lengthy rant about how dumb the lack of Rey was in that sixpack.   WhereIsRey  ,314
2,So annoyed by this  WhereIsRey Avengers set  no Black Widow Guardians set  no Gamora  StarWars   no Rey. She's THE MAIN CHARACTER.   WhereIsRey  ,314
2,I'm more angry than I should be about there being no Rey toy. SHES THE MAIN FUCKING CHARACTER  WhereIsRey I'm more angry than I should be about there being no Rey toy. SHES THE MAIN FUCKING CHARACTER  WhereIsRey ,314
2,"JamieFord Yes to   WhereIsRey  . Also, is this TARDIS in your house?!? My daughters (and son) would LOVE this!View conversation ",314
2,"They've included UNNAMED characters instead? WTF?   WhereIsRey  To reiterate,  Hasbro  and  Target  are releasing this set with no female characters. No Leia, Rey, Phasma: http://legionofleia.com/2015/11/  WhereIsRey   Hasbro  Target arewereallygoingtostart StarWars thisway/ …",314
2,"Omitting one of the main characters of the story? Is it sexism, an attempt to sell more toys, or both?   WhereIsRey   Hasbro  Excludes Rey and Captain Phasma From Figure Set, History Repeats Itself   WhereIsRey   http://www.themarysue.com/ Hasbro wheresreyfigures/ …",314
2,. Hasbro  &  Target  were able to fit random Stormtrooper and random TIE pilot into their  StarWars  figure set. So   WhereIsRey  ?,314
2,*sigh* Really? Not including what seems from the trailers to be THE main character?   WhereIsRey  ,314
2,I sense a grave disturbance at  Target  ...   WhereIsRey  ?!?  StarWars  The Force Awakens toy set doesn't bother to include film's protagonist   WhereIsRey   http://dspy.me/1Qmki2h ,314
2, Hasbro s before hoes   WhereIsRey   Hasbro 's ' StarWars ' action figure set conveniently excludes the female lead character. http://trib.al/OLWpkrI ,314
2,"  WhereIsRey   need some cool Rey toys to get the Force to my little  girl , before I'm drowning in My Little Pony ForceAwakens  WhereIsRey   need some cool Rey toys to get the Force to my little  girl , before I'm drowning in My Little Pony ForceAwakens",314
2,  WhereIsRey  ,314
2,The Wonder Woman set probably will not have Wonder Woman either.   WhereIsRey  Avengers set  no Black Widow Guardians set  no Gamora  StarWars   no Rey. She's THE MAIN CHARACTER.   WhereIsRey  ,314
2," Disney    WhereIsRey   WheresCaptainPhasma Can't you get your women where they belong, alongside the rest of the heroes and villains?",314
2,Interesting article. I noticed this immediately when I saw the Force Awakens set yesterday. http://www.dailydot.com/geek/ StarWars forceawakenswheresreyactionfigureset/?fb=dd …   WhereIsRey  Interesting article. I noticed this immediately when I saw the Force Awakens set yesterday. http://www.dailydot.com/geek/ StarWars forceawakenswheresreyactionfigureset/?fb=dd …   WhereIsRey   ,314
2,Why are we not passed this. How are you leaving out the main character?   StarWars    WhereIsRey    StarWars  The Force Awakens toy set doesn't bother to include film's protagonist   WhereIsRey   http://dspy.me/1Qmki2h ,314
2,"Parents Have Been Requesting   StarWars  Parents Have Been Requesting   StarWars  Toys for Their Daughters For Decades"" http://tinyurl.com/opf7o9h    WhereIsRey  ",314
2,Get your sausage fest on   WhereIsRey  Get your sausage fest on   WhereIsRey  ,314
2,"Same crap, different day.   WhereIsRey  Avengers set  no Black Widow Guardians set  no Gamora  StarWars   no Rey. She's THE MAIN CHARACTER.   WhereIsRey  ",314
2," Target  Awesome that you degendered your toy aisles, but how about your toys?   WhereIsRey   WheresPhasma http://bit.ly/1McmYf9 ",314
2,"  WhereIsRey  Got this in my inbox, and oh my god. It's so true. You should be pissed too, $50 and doesn't have one of the mains?",314
2,i hope there's a  StarWars  set just with the ladies. that's why rey is absent  WhereIsRey  yourewelcomefortheideai hope there's a  StarWars  set just with the ladies. that's why rey is absent  WhereIsRey  yourewelcomefortheidea,314
2,"Every trailer has shown Rey to be the main character, but apparently  Target  doesn't think so   WhereIsRey   http://www.digitalspy.com/movies/ StarWars /news/a773982/  WhereIsRey   StarWars theforceawakenstoysetdoesntbothertoincludefilmsprotagonist/ …",314
2,"Oh, come ON. Boo,  Hasbro / Target . BOO.   WhereIsRey   Hasbro  Excludes Rey and Captain Phasma From Figure Set, History Repeats Itself   WhereIsRey   http://www.themarysue.com/ Hasbro wheresreyfigures/ …",314
2,"< my ""this bullshit AGAIN"" face.   WhereIsRey   Hasbro  Excludes Rey and Captain Phasma From Figure Set, History Repeats Itself   WhereIsRey   http://www.themarysue.com/ Hasbro wheresreyfigures/ …",314
2,"1) Great   WhereIsRey   article by amy_geek: http://bit.ly/1QmEAsv  2) ""HOW DARE YOU FEEL OFFENDED!!!"" the unoffended screech, offendedly. ",314
2,"My 6 year old daughter was looking at the  Target  exclusive TheForceAwakensaction figure set. She liked it, but asked   WhereIsRey  ?",314
2,"Sad move not including Rey in that box set,  Hasbro News. Why?   WhereIsRey  ? Here she is & she's awesome. ToyFail",314
2,Wow. Sexist market is sexist.   StarWars    WhereIsRey  Avengers set  no Black Widow Guardians set  no Gamora  StarWars   no Rey. She's THE MAIN CHARACTER.   WhereIsRey  ,314
2,"Uh oh, maybe Rey is just cool enough to get her own damn box... With BB8   WhereIsRey  ? Also WheresHan? WheresC3PO?Avengers set  no Black Widow Guardians set  no Gamora  StarWars   no Rey. She's THE MAIN CHARACTER.   WhereIsRey  ",314
2,"New lyrics from  Target  ! ""Doe a deer a female deer, <pause> a drop of golden sun...""   WhereIsRey   SurprisedTheDoeStayedIn",314
2,And here we go again.   WhereIsRey   http://www.themarysue.com/ Hasbro wheresreyfigures/ …And here we go again.   WhereIsRey   http://www.themarysue.com/ Hasbro wheresreyfigures/ …,314
